Weight,FatContent,ProductVisibility,ProductType,MRP,EstablishmentYear,OutletSize,LocationType,OutletType
,Low Fat,0.020228528,Soft Drinks,218.0508,1985,Medium,Tier 3,Supermarket Type3
17.85,Regular,0.046569711,Fruits and Vegetables,125.6388,1987,High,Tier 3,Supermarket Type1
17.35,Regular,0.04146639,Frozen Foods,90.9804,2004,Small,Tier 2,Supermarket Type1
18.6,Regular,0.171476879,Meat,47.0376,1997,Small,Tier 1,Supermarket Type1
13.85,Regular,0.043345406,Frozen Foods,162.821,1998,,Tier 3,Grocery Store
20.2,Regular,0.065692664,Breakfast,158.163,1998,,Tier 3,Grocery Store
7.655,Low Fat,0.031944868,Canned,116.1492,1997,Small,Tier 1,Supermarket Type1
11.8,Regular,0.107493292,Dairy,220.4772,2009,Medium,Tier 3,Supermarket Type2
18.2,Regular,0.026170661,Baking Goods,241.1196,2009,Medium,Tier 3,Supermarket Type2
20.7,Low Fat,0.039213146,Household,150.7366,1987,High,Tier 3,Supermarket Type1
18,Low Fat,0.065296399,Snack Foods,145.2418,1998,,Tier 3,Grocery Store
16.35,Low Fat,0.017019624,Household,94.541,1999,Medium,Tier 1,Supermarket Type1
14.1,Low Fat,0.113443531,Baking Goods,53.0956,1999,Medium,Tier 1,Supermarket Type1
,Low Fat,0.04153551,Health and Hygiene,32.8216,1985,Medium,Tier 3,Supermarket Type3
,Low Fat,0.03863415,Dairy,109.4886,1985,Small,Tier 1,Grocery Store
13.5,Low Fat,0.035980572,Fruits and Vegetables,180.8976,1998,,Tier 3,Grocery Store
6.67,Regular,0,Snack Foods,86.5514,1998,,Tier 3,Grocery Store
12.35,Low Fat,0.093485761,Snack Foods,119.6124,2002,,Tier 2,Supermarket Type1
8.895,Regular,0.137530409,Frozen Foods,162.5236,1987,High,Tier 3,Supermarket Type1
17.5,Low Fat,0.098056243,Soft Drinks,175.7738,1999,Medium,Tier 1,Supermarket Type1
15.1,Regular,0.099775148,Fruits and Vegetables,142.9786,1987,High,Tier 3,Supermarket Type1
20.5,Low Fat,0.032902177,Household,39.7822,2009,Medium,Tier 3,Supermarket Type2
9.3,Low Fat,0.028579933,Baking Goods,195.9136,2002,,Tier 2,Supermarket Type1
20.25,Regular,0.102883628,Canned,93.412,1999,Medium,Tier 1,Supermarket Type1
7.105,Low Fat,0.044800289,Household,58.0562,2004,Small,Tier 2,Supermarket Type1
5.095,Regular,0.13023619,Snack Foods,140.3838,2007,,Tier 2,Supermarket Type1
11.5,Regular,0,Snack Foods,110.5254,1997,Small,Tier 1,Supermarket Type1
19.6,Low Fat,0.041524729,Household,87.8514,2007,,Tier 2,Supermarket Type1
8.155,Regular,0.033607569,Frozen Foods,74.2354,1999,Medium,Tier 1,Supermarket Type1
5.175,Low Fat,0.0375513,Canned,84.1224,2009,Medium,Tier 3,Supermarket Type2
12.3,Regular,0.108158918,Starchy Foods,91.2804,1998,,Tier 3,Grocery Store
7.85,Low Fat,0.162844648,Hard Drinks,143.2444,1987,High,Tier 3,Supermarket Type1
,Low Fat,0.229678918,Frozen Foods,248.246,1985,Small,Tier 1,Grocery Store
10.5,Low Fat,0.05266193,Frozen Foods,88.183,2002,,Tier 2,Supermarket Type1
18.75,Low Fat,0.034447102,Household,212.5218,2009,Medium,Tier 3,Supermarket Type2
14.65,Low Fat,0.171012056,Hard Drinks,57.1614,2009,Medium,Tier 3,Supermarket Type2
10.8,Low Fat,0.061050536,Soft Drinks,151.9024,1987,High,Tier 3,Supermarket Type1
,Low Fat,0.112780422,Soft Drinks,184.7924,1985,Medium,Tier 3,Supermarket Type3
18.35,Regular,0.092209315,Frozen Foods,183.4266,2004,Small,Tier 2,Supermarket Type1
5.19,Regular,0.044342366,Meat,105.199,2002,,Tier 2,Supermarket Type1
10.195,Low Fat,0.107614855,Snack Foods,148.6076,2002,,Tier 2,Supermarket Type1
15.1,Regular,0.019974614,Frozen Foods,131.331,2002,,Tier 2,Supermarket Type1
11.85,Regular,0.050163021,Fruits and Vegetables,163.1526,1999,Medium,Tier 1,Supermarket Type1
12.15,Low Fat,0,Meat,65.1826,1997,Small,Tier 1,Supermarket Type1
,low fat,0,Snack Foods,183.3634,1985,Small,Tier 1,Grocery Store
,Low Fat,0.070649186,Household,73.7696,1985,Medium,Tier 3,Supermarket Type3
9.6,Regular,0.02733844,Snack Foods,258.1304,2004,Small,Tier 2,Supermarket Type1
7.535,Low Fat,0,Soft Drinks,120.244,2009,Medium,Tier 3,Supermarket Type2
12.6,Low Fat,0.082738167,Household,173.5054,2004,Small,Tier 2,Supermarket Type1
12.6,Regular,0.031583781,Baking Goods,172.8764,1999,Medium,Tier 1,Supermarket Type1
17.75,Low Fat,0.097710924,Health and Hygiene,241.9196,1997,Small,Tier 1,Supermarket Type1
15,Low Fat,0,Hard Drinks,45.906,1987,High,Tier 3,Supermarket Type1
,Low Fat,0.130662596,Dairy,110.3228,1985,Small,Tier 1,Grocery Store
,Low Fat,0.106200539,Fruits and Vegetables,178.437,1985,Medium,Tier 3,Supermarket Type3
,Low Fat,0.027144323,Household,172.8106,1985,Medium,Tier 3,Supermarket Type3
5.44,Regular,0.017088476,Baking Goods,176.837,1999,Medium,Tier 1,Supermarket Type1
12.85,Low Fat,0.022731909,Fruits and Vegetables,182.4318,2007,,Tier 2,Supermarket Type1
9.895,Low Fat,0.167691399,Soft Drinks,236.4564,1987,High,Tier 3,Supermarket Type1
12.85,Low Fat,0.108192641,Fruits and Vegetables,231.2642,1997,Small,Tier 1,Supermarket Type1
10.6,Low Fat,0.011079996,Breads,42.2454,1987,High,Tier 3,Supermarket Type1
14.5,Regular,0.128985562,Baking Goods,102.9332,2007,,Tier 2,Supermarket Type1
16.35,Low Fat,0.032532744,Meat,166.3842,2004,Small,Tier 2,Supermarket Type1
11.15,Low Fat,0.056932641,Baking Goods,106.4622,1997,Small,Tier 1,Supermarket Type1
18.25,Low Fat,0.060248633,Starchy Foods,165.2526,1997,Small,Tier 1,Supermarket Type1
,Low Fat,0.092575723,Household,130.9652,1985,Medium,Tier 3,Supermarket Type3
17.25,Regular,0.125932787,Breakfast,38.248,2007,,Tier 2,Supermarket Type1
10.8,Low Fat,0.04992156,Fruits and Vegetables,246.0144,2009,Medium,Tier 3,Supermarket Type2
20.75,Regular,0.129229963,Seafood,240.088,1987,High,Tier 3,Supermarket Type1
11.5,Low Fat,0.174222894,Fruits and Vegetables,129.4652,2009,Medium,Tier 3,Supermarket Type2
11.8,Regular,0.128414313,Snack Foods,33.0558,1998,,Tier 3,Grocery Store
16.6,Low Fat,0.016243582,Health and Hygiene,107.6596,2002,,Tier 2,Supermarket Type1
17.6,Low Fat,0.049027044,Snack Foods,112.6176,1987,High,Tier 3,Supermarket Type1
9.8,Regular,0.045451204,Baking Goods,36.2874,2009,Medium,Tier 3,Supermarket Type2
10.85,Low Fat,0.028724484,Household,116.0808,1999,Medium,Tier 1,Supermarket Type1
16.6,LF,0.122125769,Fruits and Vegetables,174.4738,1987,High,Tier 3,Supermarket Type1
7.905,Low Fat,0.055072409,Frozen Foods,109.1254,1999,Medium,Tier 1,Supermarket Type1
,Low Fat,0.022772467,Frozen Foods,263.2594,1985,Medium,Tier 3,Supermarket Type3
12.6,Low Fat,0.064098602,Health and Hygiene,123.5414,2004,Small,Tier 2,Supermarket Type1
,Low Fat,0.063972131,Household,228.401,1985,Small,Tier 1,Grocery Store
20,Regular,0.060145056,Baking Goods,167.1132,2009,Medium,Tier 3,Supermarket Type2
10.195,Regular,0.14616317,Dairy,193.1794,2002,,Tier 2,Supermarket Type1
10.895,Regular,0.009621861,Dairy,123.073,1997,Small,Tier 1,Supermarket Type1
18.7,Regular,0.091501713,Meat,182.6292,1987,High,Tier 3,Supermarket Type1
14.3,Regular,0.049776901,Meat,211.7586,2002,,Tier 2,Supermarket Type1
13.5,Low Fat,0.092042001,Health and Hygiene,36.6874,1998,,Tier 3,Grocery Store
,Low Fat,0.071717648,Household,259.9594,1985,Medium,Tier 3,Supermarket Type3
17.7,Regular,0,Fruits and Vegetables,80.0276,2004,Small,Tier 2,Supermarket Type1
17,Low Fat,0.052315184,Health and Hygiene,122.773,2002,,Tier 2,Supermarket Type1
20.1,Low Fat,0.014961062,Health and Hygiene,141.5154,1999,Medium,Tier 1,Supermarket Type1
,Regular,0.15679782,Snack Foods,149.8708,1985,Small,Tier 1,Grocery Store
6.55,Low Fat,0.024525828,Breads,104.0332,1997,Small,Tier 1,Supermarket Type1
17,Low Fat,0.1196271,Frozen Foods,249.0434,2002,,Tier 2,Supermarket Type1
14.5,Regular,0.041332726,Canned,40.1454,2002,,Tier 2,Supermarket Type1
15.6,Low Fat,0.025195384,Snack Foods,176.8054,2004,Small,Tier 2,Supermarket Type1
14,Regular,0.060549609,Frozen Foods,156.4656,2002,,Tier 2,Supermarket Type1
5.905,LF,0.045652243,Canned,221.0456,1997,Small,Tier 1,Supermarket Type1
7.26,Low Fat,0.014420795,Meat,116.215,2004,Small,Tier 2,Supermarket Type1
12.3,Low Fat,0.069567714,Soft Drinks,106.0938,1999,Medium,Tier 1,Supermarket Type1
,Low Fat,0.138701966,Frozen Foods,225.4062,1985,Small,Tier 1,Grocery Store
,Low Fat,0.007312702,Frozen Foods,63.1536,1985,Medium,Tier 3,Supermarket Type3
6.615,Low Fat,0.093385381,Dairy,197.8426,1997,Small,Tier 1,Supermarket Type1
12.3,Low Fat,0.11125355,Baking Goods,36.0874,2004,Small,Tier 2,Supermarket Type1
5.905,Low Fat,0.045910471,Canned,222.1456,2007,,Tier 2,Supermarket Type1
,Low Fat,0.033780319,Others,130.4284,1985,Medium,Tier 3,Supermarket Type3
20.1,Regular,0.054903339,Fruits and Vegetables,193.282,2007,,Tier 2,Supermarket Type1
15,Regular,0.078332053,Meat,236.7248,2009,Medium,Tier 3,Supermarket Type2
12.15,Low Fat,0.021846371,Breads,167.1184,2007,,Tier 2,Supermarket Type1
19,Low Fat,0.017715927,Health and Hygiene,212.6244,2004,Small,Tier 2,Supermarket Type1
13,Low Fat,0.099306497,Household,46.706,2004,Small,Tier 2,Supermarket Type1
12.1,LF,0.148682491,Fruits and Vegetables,106.728,2002,,Tier 2,Supermarket Type1
7.685,LF,0.025621558,Health and Hygiene,145.076,2007,,Tier 2,Supermarket Type1
5.825,Low Fat,0.0914091,Household,160.9894,1987,High,Tier 3,Supermarket Type1
20.7,Regular,0.203400773,Frozen Foods,117.9466,1998,,Tier 3,Grocery Store
9.695,Regular,0.029329243,Canned,176.637,2007,,Tier 2,Supermarket Type1
15.85,Low Fat,0.020529174,Household,42.9112,2002,,Tier 2,Supermarket Type1
9.065,Low Fat,0,Frozen Foods,94.4094,1999,Medium,Tier 1,Supermarket Type1
12,Low Fat,0.174459878,Health and Hygiene,258.7278,1998,,Tier 3,Grocery Store
,Regular,0.015860869,Canned,103.499,1985,Small,Tier 1,Grocery Store
5.86,Regular,0.150824783,Meat,157.0314,2004,Small,Tier 2,Supermarket Type1
7.5,Low Fat,0.03275986,Frozen Foods,237.8906,2009,Medium,Tier 3,Supermarket Type2
6.69,Regular,0.036879682,Meat,176.637,1987,High,Tier 3,Supermarket Type1
10.8,Low Fat,0.058551954,Hard Drinks,72.638,2002,,Tier 2,Supermarket Type1
8.89,Low Fat,0.005469959,Frozen Foods,101.7016,1987,High,Tier 3,Supermarket Type1
,Low Fat,0.037222843,Frozen Foods,195.2478,1985,Medium,Tier 3,Supermarket Type3
18,Low Fat,0.047337627,Household,173.6422,1987,High,Tier 3,Supermarket Type1
6.935,Regular,0.041366008,Snack Foods,102.8332,2002,,Tier 2,Supermarket Type1
8.275,Low Fat,0.110461228,Household,103.6306,1999,Medium,Tier 1,Supermarket Type1
15,Regular,0,Canned,185.2266,1999,Medium,Tier 1,Supermarket Type1
18.35,Low Fat,0.05559341,Dairy,153.534,1998,,Tier 3,Grocery Store
,Regular,0.039796377,Meat,87.4514,1985,Medium,Tier 3,Supermarket Type3
20.1,Low Fat,0.034706495,Household,120.1782,1999,Medium,Tier 1,Supermarket Type1
16.5,Low Fat,0.074128491,Canned,205.4638,2009,Medium,Tier 3,Supermarket Type2
16,Regular,0.017578564,Meat,45.9718,1999,Medium,Tier 1,Supermarket Type1
15.1,Regular,0.087901272,Fruits and Vegetables,222.7456,2007,,Tier 2,Supermarket Type1
5.175,reg,0.029541813,Snack Foods,105.1622,1999,Medium,Tier 1,Supermarket Type1
20.1,Low Fat,0.034722896,Household,121.1782,2002,,Tier 2,Supermarket Type1
13.3,Low Fat,0.021269538,Baking Goods,117.2124,2004,Small,Tier 2,Supermarket Type1
12,Low Fat,0.034043337,Canned,182.5976,2002,,Tier 2,Supermarket Type1
7.56,Low Fat,0.063770861,Frozen Foods,154.963,1997,Small,Tier 1,Supermarket Type1
7.905,LF,0.064426754,Hard Drinks,227.0694,2007,,Tier 2,Supermarket Type1
18.1,Low Fat,0.049217255,Household,128.4336,2007,,Tier 2,Supermarket Type1
18.85,Regular,0.13827922,Snack Foods,251.8724,2004,Small,Tier 2,Supermarket Type1
,Low Fat,0.125632716,Household,126.2362,1985,Medium,Tier 3,Supermarket Type3
12.6,Regular,0.073906461,Dairy,256.2356,2004,Small,Tier 2,Supermarket Type1
15.85,Low Fat,0.057637631,Snack Foods,55.0956,2007,,Tier 2,Supermarket Type1
,Low Fat,0.097237755,Health and Hygiene,239.6196,1985,Medium,Tier 3,Supermarket Type3
20.5,Regular,0.112867957,Fruits and Vegetables,195.3478,2009,Medium,Tier 3,Supermarket Type2
12.15,Regular,0.058425726,Fruits and Vegetables,163.2552,1997,Small,Tier 1,Supermarket Type1
14.15,Low Fat,0.042173019,Dairy,52.7982,2004,Small,Tier 2,Supermarket Type1
8.785,Low Fat,0.026007997,Fruits and Vegetables,121.9414,1999,Medium,Tier 1,Supermarket Type1
6.38,Low Fat,0,Dairy,178.5344,1999,Medium,Tier 1,Supermarket Type1
15.35,Low Fat,0.03512042,Household,123.073,1987,High,Tier 3,Supermarket Type1
19.85,Low Fat,0.064521395,Health and Hygiene,126.4704,1999,Medium,Tier 1,Supermarket Type1
13.15,Low Fat,0.056382065,Soft Drinks,143.4812,1987,High,Tier 3,Supermarket Type1
8.35,Regular,0.127386531,Frozen Foods,76.4354,2009,Medium,Tier 3,Supermarket Type2
16.35,Regular,0.062537976,Fruits and Vegetables,226.5062,2002,,Tier 2,Supermarket Type1
8.26,Regular,0.032414575,Soft Drinks,124.973,1987,High,Tier 3,Supermarket Type1
11.8,Low Fat,0.022972713,Health and Hygiene,179.5686,2007,,Tier 2,Supermarket Type1
17.35,Regular,0.062949401,Baking Goods,88.983,1999,Medium,Tier 1,Supermarket Type1
6.695,Low Fat,0.076187616,Starchy Foods,191.382,2009,Medium,Tier 3,Supermarket Type2
15.6,Low Fat,0.143078892,Breakfast,126.4994,2004,Small,Tier 2,Supermarket Type1
,Low Fat,0.02249459,Fruits and Vegetables,180.9318,1985,Medium,Tier 3,Supermarket Type3
15.5,Low Fat,0.103652052,Snack Foods,141.447,2002,,Tier 2,Supermarket Type1
15.3,Low Fat,0.023013626,Household,102.4332,1999,Medium,Tier 1,Supermarket Type1
11.6,Regular,0.157470693,Breakfast,168.9474,2009,Medium,Tier 3,Supermarket Type2
20.5,Regular,0.019229584,Frozen Foods,80.9592,1999,Medium,Tier 1,Supermarket Type1
9.5,Low Fat,0.041001013,Hard Drinks,223.0088,2009,Medium,Tier 3,Supermarket Type2
16.2,Regular,0.128422279,Frozen Foods,177.237,1997,Small,Tier 1,Supermarket Type1
10.5,Low Fat,0.069287489,Fruits and Vegetables,38.3164,1998,,Tier 3,Grocery Store
,Regular,0.073138055,Baking Goods,162.5868,1985,Small,Tier 1,Grocery Store
10.3,LF,0.079189212,Baking Goods,174.737,2007,,Tier 2,Supermarket Type1
6.615,Low Fat,0.093765794,Dairy,199.2426,2009,Medium,Tier 3,Supermarket Type2
9.1,Regular,0.082129741,Breads,176.9054,2007,,Tier 2,Supermarket Type1
20.75,Regular,0.063325948,Breakfast,154.1682,1997,Small,Tier 1,Supermarket Type1
,Low Fat,0.015799406,Snack Foods,161.721,1985,Medium,Tier 3,Supermarket Type3
,Low Fat,0.021481473,Canned,52.0982,1985,Medium,Tier 3,Supermarket Type3
8.185,LF,0.038696828,Fruits and Vegetables,118.5808,1987,High,Tier 3,Supermarket Type1
11.8,Low Fat,0.054144012,Hard Drinks,75.8012,2004,Small,Tier 2,Supermarket Type1
16.75,reg,0.024903892,Soft Drinks,39.1822,2002,,Tier 2,Supermarket Type1
19.7,Low Fat,0.067208126,Snack Foods,175.337,2009,Medium,Tier 3,Supermarket Type2
21.1,Low Fat,0.017746063,Household,234.7958,1998,,Tier 3,Grocery Store
17.85,Low Fat,0.146427351,Breads,93.4436,1997,Small,Tier 1,Supermarket Type1
16,Low Fat,0.099539874,Household,212.3902,2009,Medium,Tier 3,Supermarket Type2
16.75,LF,0.029734029,Snack Foods,37.6822,2004,Small,Tier 2,Supermarket Type1
11.8,Regular,0.170628832,Canned,115.3834,2002,,Tier 2,Supermarket Type1
5.735,Low Fat,0.057283416,Fruits and Vegetables,177.837,2007,,Tier 2,Supermarket Type1
9.285,Regular,0.049481039,Frozen Foods,246.7144,2009,Medium,Tier 3,Supermarket Type2
16,Regular,0.017622773,Meat,48.1718,2009,Medium,Tier 3,Supermarket Type2
5.155,LF,0.083668945,Frozen Foods,249.4776,2007,,Tier 2,Supermarket Type1
10.195,Regular,0.045052492,Fruits and Vegetables,116.5808,1999,Medium,Tier 1,Supermarket Type1
8.71,Low Fat,0,Canned,91.9778,2009,Medium,Tier 3,Supermarket Type2
19.35,Low Fat,0.118770807,Snack Foods,223.2088,2007,,Tier 2,Supermarket Type1
8.895,reg,0.081021001,Snack Foods,49.0008,1987,High,Tier 3,Supermarket Type1
16.5,Low Fat,0.036790859,Household,181.4318,2009,Medium,Tier 3,Supermarket Type2
19.75,Low Fat,0.056724671,Snack Foods,212.7902,1998,,Tier 3,Grocery Store
8.68,Low Fat,0.008853613,Frozen Foods,99.0384,2002,,Tier 2,Supermarket Type1
15.6,Low Fat,0.067103564,Others,186.5924,2007,,Tier 2,Supermarket Type1
19.6,Regular,0.128557634,Snack Foods,169.0816,2009,Medium,Tier 3,Supermarket Type2
,Low Fat,0.075705596,Baking Goods,93.2436,1985,Small,Tier 1,Grocery Store
16.25,Low Fat,0.087351931,Dairy,94.541,2002,,Tier 2,Supermarket Type1
18,Low Fat,0.018007487,Starchy Foods,178.9686,2007,,Tier 2,Supermarket Type1
9.695,Low Fat,0.029618788,Snack Foods,158.892,1999,Medium,Tier 1,Supermarket Type1
9.5,Regular,0.04868553,Starchy Foods,186.8898,1997,Small,Tier 1,Supermarket Type1
10.5,Low Fat,0.027318818,Household,172.7106,1999,Medium,Tier 1,Supermarket Type1
6.65,Low Fat,0.053289916,Canned,147.0734,1997,Small,Tier 1,Supermarket Type1
8.26,Regular,0.032441572,Soft Drinks,121.673,1997,Small,Tier 1,Supermarket Type1
17.75,Low Fat,0.03055448,Others,179.166,1999,Medium,Tier 1,Supermarket Type1
6.325,Low Fat,0.12537274,Frozen Foods,99.7042,1999,Medium,Tier 1,Supermarket Type1
14.3,Regular,0.065308939,Fruits and Vegetables,89.8856,1999,Medium,Tier 1,Supermarket Type1
10.195,Low Fat,0.10739705,Snack Foods,149.5076,1997,Small,Tier 1,Supermarket Type1
20.6,reg,0.046092237,Snack Foods,178.6344,1999,Medium,Tier 1,Supermarket Type1
19.6,Low Fat,0.039801037,Snack Foods,162.4526,2007,,Tier 2,Supermarket Type1
8.42,Regular,0.031017124,Canned,230.1352,2007,,Tier 2,Supermarket Type1
19.6,Low Fat,0.039657436,Snack Foods,165.7526,2002,,Tier 2,Supermarket Type1
12.85,Low Fat,0.022585241,Fruits and Vegetables,181.0318,1987,High,Tier 3,Supermarket Type1
11,Low Fat,0.063428202,Health and Hygiene,40.848,1998,,Tier 3,Grocery Store
14.85,Regular,0.019507599,Dairy,262.091,2004,Small,Tier 2,Supermarket Type1
15.6,Regular,0.059430002,Snack Foods,112.0518,1998,,Tier 3,Grocery Store
12.35,Low Fat,0.164609767,Household,117.6124,2009,Medium,Tier 3,Supermarket Type2
,Low Fat,0.101729922,Dairy,246.2802,1985,Small,Tier 1,Grocery Store
5.73,Low Fat,0.045363276,Soft Drinks,85.1882,2004,Small,Tier 2,Supermarket Type1
5.78,Low Fat,0.096368001,Breads,160.6552,2004,Small,Tier 2,Supermarket Type1
19.2,Regular,0,Frozen Foods,189.6214,2004,Small,Tier 2,Supermarket Type1
20.5,Low Fat,0.032768691,Household,40.9822,1997,Small,Tier 1,Supermarket Type1
11.6,Low Fat,0.038675869,Dairy,55.1272,2009,Medium,Tier 3,Supermarket Type2
9.195,Regular,0.063960902,Frozen Foods,86.4566,1987,High,Tier 3,Supermarket Type1
5.98,Low Fat,0.126468543,Hard Drinks,56.3614,1998,,Tier 3,Grocery Store
9.395,Low Fat,0.103961646,Snack Foods,236.0932,2002,,Tier 2,Supermarket Type1
5.75,Regular,0.075170211,Dairy,115.3176,1997,Small,Tier 1,Supermarket Type1
19,Low Fat,0.067391444,Snack Foods,129.6626,1987,High,Tier 3,Supermarket Type1
,LF,0.030899314,Fruits and Vegetables,101.999,1985,Medium,Tier 3,Supermarket Type3
20.35,Low Fat,0.08396923,Meat,183.8292,2002,,Tier 2,Supermarket Type1
10.695,Regular,0.060788771,Breakfast,175.6712,2002,,Tier 2,Supermarket Type1
20.2,Regular,0.039308756,Breakfast,156.463,1999,Medium,Tier 1,Supermarket Type1
18.7,Low Fat,0.014652476,Soft Drinks,52.3324,2009,Medium,Tier 3,Supermarket Type2
,Regular,0.085515417,Snack Foods,170.979,1985,Medium,Tier 3,Supermarket Type3
,Low Fat,0.021492148,Fruits and Vegetables,161.1894,1985,Small,Tier 1,Grocery Store
9.105,Low Fat,0.038638642,Household,32.39,2009,Medium,Tier 3,Supermarket Type2
16.75,Low Fat,0.021224126,Hard Drinks,52.7298,1997,Small,Tier 1,Supermarket Type1
5.655,Low Fat,0.085204025,Fruits and Vegetables,168.45,1987,High,Tier 3,Supermarket Type1
7.905,Low Fat,0.107230638,Hard Drinks,226.6694,1998,,Tier 3,Grocery Store
18.85,Low Fat,0.055583959,Baking Goods,131.7284,2009,Medium,Tier 3,Supermarket Type2
9.8,Regular,0.140896203,Baking Goods,50.2008,2002,,Tier 2,Supermarket Type1
12.15,Low Fat,0.006787278,Others,122.573,2009,Medium,Tier 3,Supermarket Type2
15.6,Low Fat,0.066997948,Others,184.0924,2009,Medium,Tier 3,Supermarket Type2
,Low Fat,0,Snack Foods,123.1756,1985,Medium,Tier 3,Supermarket Type3
7.725,Low Fat,0.047773924,Canned,251.0092,2004,Small,Tier 2,Supermarket Type1
,LF,0.060683277,Household,253.3698,1985,Medium,Tier 3,Supermarket Type3
15.5,Regular,0.125883329,Fruits and Vegetables,175.4028,1999,Medium,Tier 1,Supermarket Type1
8.895,Low Fat,0.105705241,Dairy,40.0138,2007,,Tier 2,Supermarket Type1
10.3,Low Fat,0.070325509,Dairy,264.3226,2009,Medium,Tier 3,Supermarket Type2
20.85,Regular,0.056455037,Breads,102.7648,2004,Small,Tier 2,Supermarket Type1
20,Regular,0,Baking Goods,169.1132,2007,,Tier 2,Supermarket Type1
,Low Fat,0.310376916,Household,172.2422,1985,Small,Tier 1,Grocery Store
20.25,Low Fat,0.036531539,Dairy,218.1482,2007,,Tier 2,Supermarket Type1
12.35,LF,0.09991293,Fruits and Vegetables,113.4518,1999,Medium,Tier 1,Supermarket Type1
,Regular,0.053324723,Fruits and Vegetables,222.5088,1985,Medium,Tier 3,Supermarket Type3
13.85,Regular,0.085447928,Meat,120.4124,2002,,Tier 2,Supermarket Type1
19.25,Regular,0.058264085,Frozen Foods,81.9908,2004,Small,Tier 2,Supermarket Type1
9.6,Low Fat,0.084882966,Baking Goods,106.528,1987,High,Tier 3,Supermarket Type1
8.43,Low Fat,0.028999721,Soft Drinks,195.8768,1998,,Tier 3,Grocery Store
,Low Fat,0.040176104,Household,244.3144,1985,Medium,Tier 3,Supermarket Type3
19.7,Low Fat,0.067071206,Snack Foods,177.637,2002,,Tier 2,Supermarket Type1
14,Low Fat,0.0288575,Health and Hygiene,131.431,2004,Small,Tier 2,Supermarket Type1
8,Regular,0.030239711,Breads,250.6092,1987,High,Tier 3,Supermarket Type1
6.095,Low Fat,0.081322858,Others,141.2154,1999,Medium,Tier 1,Supermarket Type1
,Low Fat,0.224472159,Breads,155.4314,1985,Small,Tier 1,Grocery Store
13.3,Low Fat,0.00963535,Snack Foods,61.651,2007,,Tier 2,Supermarket Type1
12.5,Low Fat,0.103603094,Household,169.1448,1999,Medium,Tier 1,Supermarket Type1
14,Regular,0.029717039,Dairy,143.8786,2004,Small,Tier 2,Supermarket Type1
15.5,Low Fat,0.089334085,Soft Drinks,44.477,1998,,Tier 3,Grocery Store
17.35,Regular,0.063107714,Baking Goods,91.283,2009,Medium,Tier 3,Supermarket Type2
13.15,Low Fat,0.020748121,Breads,82.7566,1999,Medium,Tier 1,Supermarket Type1
16.85,Regular,0.023190398,Snack Foods,44.8428,1999,Medium,Tier 1,Supermarket Type1
6.8,Low Fat,0.037709148,Baking Goods,49.7034,2007,,Tier 2,Supermarket Type1
6.78,Regular,0.140136534,Baking Goods,94.712,2004,Small,Tier 2,Supermarket Type1
,Low Fat,0.035786568,Snack Foods,186.4924,1985,Medium,Tier 3,Supermarket Type3
,Low Fat,0.036760791,Snack Foods,116.9834,1985,Medium,Tier 3,Supermarket Type3
11.15,Low Fat,0.05716456,Baking Goods,103.8622,2009,Medium,Tier 3,Supermarket Type2
,Low Fat,0.037399255,Fruits and Vegetables,173.1054,1985,Medium,Tier 3,Supermarket Type3
20.25,Regular,0,Canned,185.7924,2009,Medium,Tier 3,Supermarket Type2
,Low Fat,0.153243627,Starchy Foods,109.1938,1985,Medium,Tier 3,Supermarket Type3
,Regular,0.101626463,Fruits and Vegetables,237.4564,1985,Small,Tier 1,Grocery Store
,Low Fat,0.163640988,Baking Goods,144.2812,1985,Small,Tier 1,Grocery Store
7.96,Low Fat,0.0284073,Canned,162.9894,1999,Medium,Tier 1,Supermarket Type1
12.15,Low Fat,0.037973245,Meat,63.0826,2002,,Tier 2,Supermarket Type1
5.425,Regular,0.114704556,Baking Goods,90.2514,2002,,Tier 2,Supermarket Type1
15.1,Low Fat,0.076012177,Baking Goods,90.283,1987,High,Tier 3,Supermarket Type1
7.42,Regular,0.025719421,Snack Foods,189.5872,1987,High,Tier 3,Supermarket Type1
17.35,Regular,0.041558343,Frozen Foods,90.5804,2002,,Tier 2,Supermarket Type1
16,Low Fat,0.057382845,Dairy,224.7404,2007,,Tier 2,Supermarket Type1
,Low Fat,0.01522774,Snack Foods,154.134,1985,Medium,Tier 3,Supermarket Type3
11.65,Regular,0.01091879,Meat,110.7544,1997,Small,Tier 1,Supermarket Type1
10.5,Regular,0.0662837,Starchy Foods,78.996,1999,Medium,Tier 1,Supermarket Type1
6.13,Low Fat,0.028436862,Household,109.0912,2009,Medium,Tier 3,Supermarket Type2
18.85,Low Fat,0.039805092,Snack Foods,40.348,2009,Medium,Tier 3,Supermarket Type2
17.75,Low Fat,0,Baking Goods,112.0544,2004,Small,Tier 2,Supermarket Type1
18.6,Low Fat,0.015801675,Snack Foods,152.4366,2002,,Tier 2,Supermarket Type1
,Low Fat,0.045846525,Household,120.8098,1985,Small,Tier 1,Grocery Store
8.75,Regular,0.075049323,Fruits and Vegetables,188.2556,2007,,Tier 2,Supermarket Type1
,Regular,0.067795854,Canned,104.499,1985,Medium,Tier 3,Supermarket Type3
14.15,Low Fat,0,Fruits and Vegetables,125.2046,1987,High,Tier 3,Supermarket Type1
